ID,Text,Category
14164,I look on this as history.,No
14173,I wouldn't have taken any of the alternatives.,No
14174,I believe that -- I believe I made a mistake.,No
14181,So what would I have done?,No
14182,What should I have done?,No
14183,"I should have held out for a better deal that would have protected the taxpayer and not ended up doing what we had to do, or what I thought at the time would help.",No
14184,"So I made a mistake, and I -- you know, the difference, I think, is that I knew at the time I was going to take a lot of political flak.",No
14188,That wasn't best for me and I knew it in the very beginning.,No
14189,I thought it would be better for the country than it was.,No
14194,Let's go back to the tax and budget summit briefly.,No
14197,Both parties carry a huge blame for that on their shoulders.,No
14198,This was not a way to pay down the deficit.,No
14199,This was a trick on the American people.,No
14201,Let's go back in terms of accepting responsibility for your actions.,No
14203,"If you create Noriega, using taxpayer money, step up to the plate and say it was a mistake.",No
14206,"Now, leaders will always make mistakes.",No
14216,The choices were not good then.,No
14218,That's just what the president did when he vetoed the Family Leave Act.,Yes
14219,"I think what he should have done is gone before the American people on the front end and said listen, I made a commitment and it was wrong.",No
14220,I made a mistake because I couldn't have foreseen these circumstances and this is the best deal we can work out at the time.,No
14229,You're talking about 2 different subjects.,No
14236,I guess it's because you will lose your right to tell them what to think.,No
14242,You want to have a new program in this country.,No
14243,"If you get grassroots America excited about it, and if they tap Congress on the shoulder and say do it, Charlie, it'll happen.",No
14245,"Now, I think that's going back to where we started.",No
14246,That's having a government from the people.,No
14250,"Well, I believe in the town hall meetings; they started with my campaign in New Hampshire.",No
14251,And I think Ross Perot has done a good job in having them.,No
14252,"And I, as you know, pushed for the debate to include the 209 American citizens who were part of it in Richmond a few days ago.",Yes
14254,But I'd also like to point out that I haven't been part of what we're criticizing in Washington tonight.,No
14256,And in 12 years as governor I guess I've taken on every interest group there was in my state at one time or another to fight for change.,Yes
14258,"That's why I tried to be so specific in this campaign to have a mandate, if elected, so that Congress will know what the American people have voted for.",No
14262,"My favorite bumper sticker, though, is: Annoy the Media.",No
14268,"Look, you have to build a consensus, but in some things -- Ross mentioned Saddam Hussein.",No
14270,"But then when he moved against Kuwait, I said this will not stand.",No
14272,"We went to the UN, we made historic resolutions up there, the whole world was united, our Congress was dragging its feet.",Yes
14273,"Governor Clinton said, well, I might have been with the minority, let sanctions work -- but I guess I would have voted with the majority.",Yes
14276,"And in this case I'm glad we did, because if we had let sanctions work and tried to build a consensus on that, Saddam Hussein today would be in Saudi Arabia controlling the world's oil supply, and he would be there maybe with a nuclear weapon.",No
14277,"We busted the 4th largest army, and we did it through leadership.",Yes
14289,I happen to think she's a key person.,No
14290,I think our Cabinet members are key people.,No
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",Yes
14296,"Look at our surgeon general, Dr. Novello.",No
14299,"Yeah, I plead guilty to that.",No
14301,But look who's around with him there.,No
14305,And I am not apologetic at all about our record with women.,No
14306,"We've got, I think -- you know, you think about women in government, I think about women in business.",No
14307,Why not try to help them with my small business program to build some incentives into the system?,No
14308,I think we're making progress here.,No
14309,You got a lot of women running for office.,No
14312,-- and we don't need more of them in the Senate or more of them in the House.,No
14317,"Well, I come from the computer business, and everybody knows the women are more talented than the men.",No
14318,So we have a long history of having a lot of talented women.,Yes
14319,"One of our first officers was a woman, the chief financial officer.",No
14322,"But in terms of being influenced by women and being a minority, there they are right out there, my wife and my 4 beautiful daughters, and I just have 1 son, so he and I are surrounded by women, giving -- telling us what to do all the time.",No
14324,"And the rest of my minute, I want to make a very brief comment here in terms of Saddam Hussein.",No
14325,"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes
14326,"I suggest, in the sense of taking responsibility for your actions, we lay those papers on the table.",No
14341,"If you have time, go through Nexis and Lexis, pull all the old news articles, look at what Ambassador Glaspie said all through the fall and what-have-you, and then look at what she and Kelly and all the others in State said at the end when they were trying to clean it up.",No
14342,And talk to any head of any of those key committees in the Senate.,No
14351,When I make a mistake I say I'm sorry.,No
14363,An African American was my chief cabinet officer.,No
14367,"The Natl Women's Political Caucus gave me an award, one of their Good Guy Awards, for my involvement of women in high levels of government, and I've appointed more minorities to positions of high level in government than all the governors in the history of my state combined, before me.",Yes
14368,So that's what I'll do as president.,No
14369,"I don't think we've got a person to waste and I think I owe the American people a White House staff, a Cabinet and appointments that look like America but that meet high standards of excellence, and that's what I'll do.",No
14381,"And then after the Republican dirty tricks group got through with me I'm another person, which I consider an absolutely sick operation.",No
14382,And all of you in the press know exactly what I'm talking about.,No
14385,They interviewed all of my children's friends from childhood on.,No
14387,And the only difference between me and any other businessman that has the range of businesses that I have is I haven't had that many lawsuits.,Yes
14388,"So that's just another one of those little fruit-loopy things they make up to try to, instead of facing issues, to try to redefine a person that's running against them.",No
14390,"I will do everything I can, if I get up there, to make dirty tricks a thing of the past.",No
14394,We gave Ambassador Glaspie written instructions.,Yes
14396,"We've never let the Congress and the Foreign Relations, Senate Intelligence Committees see them.",Yes
14398,Ambassador Glaspie did a lot of talking right after July 25 and that's a fact and it's in all the newspapers.,No
14401,So I say this is very simple.,No
14402,"Saddam Hussein released a tape, as you know, claiming it was a transcript of their meeting, where she said we will not become involved in your border dispute and, in effect, you can take the northern part of the country.",Yes
14405,What were her written instructions?,No
14407,"Now, I say whose country is this?",No
14409,Who will get hurt if we lay those papers on the table?,No
14410,"The worst thing is, again, it's a mistake.",No
14411,Nobody did any of this with evil intent.,No
14413,"Whether it's Iran-contra, Iraq-gate or you name it, it's a steady stream.",No
14418,But let's look at where I think the real mistake was made.,No
14419,"In 1988 when the war between Iraq and Iran ended, we knew Saddam Hussein was a tyrant, we had dealt with him because he was against Iran -- the enemy of my enemy maybe is my friend.",Yes
14420,"All right, the war's over; we know he's dropping mustard gas on his own people, we know he's threatened to incinerate half of Israel.",Yes
14421,Several government departments -- several -- had information that he was converting our aid to military purposes and trying to develop weapons of mass destruction.,Yes
14425,"Well, it's awful easy when you're dealing with 90-90 hindsight.",No
14426,We did try to bring Saddam Hussein into the family of nations; he did have the 4th largest army.,Yes
14429,"And we formed a historic coalition, and we brought him down, and we destroyed the 4th largest army.",Yes
14430,"And the battlefield was searched, and there wasn't one single iota of evidence that any US weapons were on that battlefield.",Yes
14432,And what you're seeing on all this Iraq-gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism.,No
14433,"And I cannot let that stand, because it isn't true.",No
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.",Yes
14436,"And so I just have to say, it's fine.",No
14438,"Come on, that's not leadership.",No
14448,"The mistake that both parties made in Washington with the S&L business was deregulating them without proper capital requirements, proper oversight and regulation, proper training of the executives.",Yes
14458,"Well, I don't believe it would be appropriate for a president to suggest that the banking system is not sound.",No
14461,"But what we need is financial reform; we need some real financial reform, banking reform legislation.",No
14467,The whole problem came up in 1984.,Yes
14468,The president of the US was told officially it was a $20-billion problem.,Yes
14471,I believe the vice president was in charge of deregulation.,No
14474,And they buried it till right after the election.,Yes
14475,"Now, if you believe The Washington Post and you believe this extensive study that's been done -- and I'm reading it -- right after election day this year they're going to hit us with a hundred banks, it will be a $100-billion problem.",Yes
14476,"Now, if that's true, just tell me now.",No
14477,"I'm grownup, I can deal with it, I'll pay my share.",No
14478,But just tell me now; don't bury until after the election twice.,No
14486,The debt and the deficit.,No
14488,"And if you watch it Thursday, Friday, Saturday this week, you'll get more.",No
14489,"A shameless plug there, Mr. President.",No
14490,But in a nutshell we've got to reform our government or we won't get anything done.,No
14491,We have a government that doesn't work.,No
14492,"All these specific examples I'm giving tonight -- if you had a business like that, they'd be leading you away and boarding up the doors.",No
14496,"You've got to reform Congress, they've got to be servants of the people again; you've got to reform the White House.",No
14497,We've got to turn this thing around.,No
14500,But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,No
14502,Who would have 1200 airplanes worth 2 billion a year just to fly around in?,No
14503,"I don't have a free reserved parking place at Natl Airport, why should my servants?",No
14507,"And it is silly putty, folks, and the American people have had enough of it.",No
14509,"You say, how can I get Congress to do that?",No
14510,"I'll have millions of people at my shoulder, shoulder to shoulder with me, and we will see it done work speed -- because it's wrong.",No
14516,I've called for a 25% reduction in congressional staffs and expenditures.,Yes
14517,"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend.",Yes
14518,"Now, when you out-spend Congress you're really swinging.",No
14523,We've gotta get this country growing again and this economy strong again or we can't bring down the deficit.,No
14532,"Well, how about this for a government reform policy?",No
14534,Term limits for members of the US Congress.,No
14535,Give the government back to the people.,No
14536,Let's do it that way.,No
14537,The president has term limits.,No
14538,Let's limit some of these guys sitting out here tonight.,No
14541,And then how about a balanced budget amendment to the Constitution?,No
14544,And you want to do something about all this extra spending that concerns Mr. Perot and me?,No
14546,How about a line item veto?,No
14548,"And give it to the president, and if the Congress isn't big enough to do it, let the president have a shot at this excess spending.",No
14552,"Well, that's the only protection the taxpayer has against some of these reckless pork programs up there, and I'd rather be able to just line it right out of there and get on about passing some good stuff but leave out the garbage.",No
14564,"Now, I'll tell ya this.",No
14565,I will not raise taxes on the middle class to pay for these programs.,No
14566,"If the money does not come in there to pay for these programs, we will cut other government spending or we will slow down the phase-in of the programs.",No
14567,I am not gonna raise taxes on the middle class to pay for these programs.,No
14568,"Now furthermore, I am not gonna tell you ""read my lips"" on anything because I cannot foresee what emergencies might develop in this country.",No
14569,"And the president said never, never, never would he raise taxes in New Jersey, and within a day Marlin Fitzwater, his spokesman, said now, that's not a promise.",Yes
14570,"So I think even he has learned that you can't say ""read my lips"" because you can't know what emergencies might come up.",No
14571,But I can tell you this.,No
14574,And you know how you can trust me about that?,No
14578,I'll make some news in the 3rd debate.,No
14580,"I'm gonna make those decisions, and I won't raise taxes on the middle class to pay for my programs.",No
14587,He would do for the US what he's done to Arkansas.,No
14588,We do not want to be the lowest of the low.,No
14591,We are a rising nation.,Yes
14594,"To get it, to get $150 billion in new taxes, you got to go down to the guy that's making $36,600.",No
14595,"And if you want to pay for the rest of his plan, all the other spending programs, you're going to sock it to the working man.",No
14596,"So when you hear ""tax the rich,"" Mr. and Mrs. America, watch your wallet.",No
14601,"Jim, you permitted Mr. Bush to break the rules, he said, to defend the honor of the country.",Yes
14602,What about the honor of my state?,No
14603,"We rank first in the country in job growth, we got the lowest spending, state and local, in the country, and the 2nd lowest tax burden.",Yes
14604,And the difference between Arkansas and the US is that we're going in the right direction and this country's going in the wrong direction.,No
14614,I'm sure I'll do it before it's over.,No
14620,"If you've been on television about it, you think you did it.",No
14622,What we need is people to stop talking and start doing.,No
14627,"I'm saying, well, this is not as tough as World War II and it's not as tough as the revolution.",No
14628,"And it's fair, shared sacrifice to do the right thing for our country and for our children.",No
14629,And it will be fun if we all work together to do it.,No
14637,Why I'll win is I think I have the best plan of the 3 of us up here to do something about it.,No
14644,They're almost at the bottom on every single category.,Yes
14646,"And then, Helen, I really believe where people are going to ask this question about trust, because I do think there's a pattern by Governor Clinton of saying one thing to please one group, and then trying to please another group.",Yes
14647,And I think that pattern is a dangerous thing to suggest would work for the Oval Office.,No
14654,So I think people are going to be looking for trust and experience.,No
14656,And so I'll make the appeal on a wide array of issues.,No
14664,That's why I think I'll win.,No
14675,"So I am still focussed on gridlock, I guess.",No
14677,"Now, can't somebody agree with me that the government is breaking business's legs with these trade agreements?",No
14678,They're breaking business's legs in a number of different ways.,No
14680,Keep in mind a factory worker has nothing to do with anything except putting it together on the factory floor.,No
14683,"I really can't believe Mr. Bush is still trying to make trust an issue after ""read my lips"" and 15 million new jobs and embracing what he called voodoo economics and embracing an export enhancement program for farmers he threatened to veto and going all around the country giving out money in programs that he once opposed.",Yes
14691,"Look at Sarah Brady, Jim Brady's wife, President Reagan's press secretary, who endorsed me because he knuckled under to the NRA and wouldn't fight for the Brady Bill.",Yes
14700,"First, I'd like to thank the commission and my opponents for participating in these debates and making them possible.",No
14705,"I'd like to say to Mr. Bush, even though I've got profound differences with him, I do honor his service to our country.",No
14706,I appreciate his efforts and I wish him well.,No
14707,I just believe it's time to change.,No
14710,It's been tried for 12 years and it's failed.,Yes
14711,"More people are working harder for less, 100,000 people a month losing their health insurance, unemployment going up, our economy slowing down.",Yes
14716,It is the kind of change that can open up a whole new world of opportunities to America as we enter the last decade of this century and move towards the 21st century.,No
14717,"I want a country where people who work hard and play by the rules are rewarded, not punished.",No
14718,I want a country where people are coming together across the lines of race and region and income.,No
14719,I know we can do better.,No
14720,"It won't take miracles and it won't happen overnight, but we can do much, much better if we have the courage to change.",No
14731,The US is doing better than a lot.,No
14732,But we've got to do even better.,No
14733,"And if a crisis comes up, I ask who has the judgment and the experience and, yes, the character to make the right decision?",No
14738,"And so the question is, who will safeguard this nation, who will safeguard our people and our children?",No
14739,"I need your support, I ask for your vote.",No
14740,And may God bless the US of America.,No
14745,"This Thursday night on ABC from 8:30 to 9, Friday night on NBC from 8 to 8:30, and Saturday night on CBS from 8 to 8:30, we'll be down in the trenches under the hood working on fixin' the old car to get it back on the road.",No
14747,"Absolutely we can win, because it's your country.",No
14750,"Now, you got to stop letting these people tell you who to vote for, you got to stop letting these folks in the press tell you you're throwing your vote away -- you got to start using your own head.",No
14754,"The ""we"" is you and me.",No
14759,"Well, folks, we got one, and that one is a financial crisis.",Yes
14760,"Pretty simply, who's the best-qualified person up here on the stage to create jobs?",No
14762,I suggest you might consider somebody who's created jobs.,No
14763,Who's the best person to manage money?,No
14765,Who's the best person to get results and not talk?,No
14768,"And, last one, who would you ask to be the trustee of your estate and take care of your children if something happened to you?",No
14771,"To the American people, I'm doing this because I love you.",No
14809,"I don't know what the differences might be, because I don't know what Mr. Carter's policies are.",No
14810,I do know what he has said about mine.,No
14811,"And I'm only here to tell you that I believe with all my heart that our first priority must be world peace, and that use of force is always and only a last resort, when everything else has failed, and then only with regard to our national security.",No
14812,"Now, I believe, also, that this meeting this mission, this responsibility for preserving the peace, which I believe is a responsibility peculiar to our country, and that we cannot shirk our responsibility as a leader of the free world because we're the only ones that can do it.",No
14813,"Therefore, the burden of maintaining the peace falls on us.",No
14814,And to maintain that peace requires strength.,No
14815,America has never gotten in a war because we were too strong.,No
14818,I have seen four wars in my lifetime.,No
14820,"I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",No
14826,"spending - we can afford the tax cuts I have proposed and probably mainly because Mr. Carter's economic policy has built into the next five years, and on beyond that, a tax increase that will be taking $86 billion more out of the people's pockets than was taken this year.",No
14827,And my tax cut does not come close to eliminating that $86 billion increase.,Yes
14829,"In other words, what I'm talking about is not putting government back to getting less money than government's been getting, but simply cutting the increase in in spending.",No
14837,"And with each one of those decisions that affect the future of my country, I have learned in the process.",No
14839,I've also learned that there are no simple answers to complicated questions.,No
14842,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased.",Yes
14843,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",Yes
14845,But what we've done is use that enormous power and prestige and military strength of the United States to preserve the peace.,No
14846,"We've not only kept peace for our own country, but we've been able to extend the benefits of peace to others.",No
14848,"This is a very good step forward for our nation's security, and we'll continue to do as we have done in the past.",No
14850,"There are always trouble spots in the world, and how those troubled areas are addressed by a President alone in that Oval Office affects our nation directly, the involvement of the United States and also our American interests.",No
14851,"That is a basic decision that has to be made so frequently, by every President who serves.",No
14859,"In the past, we have not had an adequate military presence in that region.",No
14861,We have access to facilities in five different areas of that region.,Yes
14862,"And we've made it clear that working with our allies and others, that we are prepared to address any foreseeable eventuality which might interrupt commerce with that crucial area of the world.",No
14867,"I would call to your attention that we were in a war that wound down during those eight years, which of course made a change in military spending because of turning from war to peace.",Yes
14868,"I also would like to point out that Republican presidents in those years, faced with a Democratic majority in both houses of the Congress, found that their requests for defense budgets were very often cut.",Yes
14869,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force.",Yes
14871,"Well, there are various elements of defense.",No
14872,"One is to control nuclear weapons, which I hope we'll get to later on because that is the most important single issue in this campaign.",No
14873,Another one is how to address troubled areas of the world.,No
14876,"But I'll always remember that the best weapons are the ones that are never fired in combat, and the best soldier is one who never has to lay his life down on the field of battle.",No
14877,"Strength is imperative for peace, but the two must go hand in hand.",No
14887,Again it's important to put the situation in perspective.,No
14888,"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree.",Yes
14889,We had an even worse oil shock in 1979.,Yes
14891,The recession that resulted this time was the briefest since the Second World War.,Yes
14893,"Earlier this year, in the first quarter, we did have a very severe inflation pressure brought about by the OPEC price increase.",Yes
14894,It averaged about 18% in the first quarter of this year.,Yes
14895,"In the second quarter, we had dropped it down to about 13%.",Yes
14896,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us.",Yes
14898,"which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate.",Yes
14900,"So our proposals are very sound and very carefully considered to stimulate jobs, to improve the industrial complex of this country, to create tools for American workers, and at the same time would be anti-inflationary in nature.",No
14901,"So to add nine million new jobs, to control inflation, and to plan for the future with an energy policy now intact as a foundation is our plan for the years ahead.",No
14910,"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago.",Yes
14912,"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",Yes
14913,"Also, the new energy policy has been predicated on two factors: One is conservation, which requires sacrifice, and the other one, increase in production of American energy, which is going along very well - more coal this year than ever before in American history, more oil and gas wells drilled this year than ever before in history.",Yes
14914,"The new economic revitalization program that we have in mind, which will be implemented next year, would result in tax credits which would let business invest in new tools and new factories to create even more new jobs - about one million in the next two years.",No
14915,"And we also have planned a youth employment program which would encompass 600,000 jobs for young people.",Yes
14923,"Mr. Ellis, I think this idea that has been spawned here in our country that inflation somehow came upon us like a plague and therefore it's uncontrollable and no one can do anything about it, is entirely spurious and it's dangerous to say this to the people.",No
14924,"When Mr. Carter became President, inflation was 4.8%, as you said.",Yes
14929,"But that can't hide the fact that there are eight million men and women out of work in America today, and two million of those lost their jobs in just the last few months.",Yes
14931,"And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",Yes
14934,We have inflation because the Government is living too well.,No
14936,I see my time is running out here.,No
14938,"Yes, you can lick inflation by increasing productivity and by decreasing the cost of government to the place that we have balanced budgets, and are no longer grinding out printing press money, flooding the market with it because the Government is spending more than it takes in.",No
14939,And my economic plan calls for that.,No
14940,The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way.,Yes
14941,But we will have a very poor nation and a very unsound economy if we follow that path.,No
14949,"most people, when they think about cutting Government spending, they think in terms of eliminating necessary programs or wiping out something, some service that Government is supposed to perform.",No
14950,I believe that there is enough extravagance and fat in government.,No
14951,"As a matter of fact, one of the secretaries of HEW under Mr. Carter testified that he thought there was $7 billion worth of fraud and waste in welfare and in the medical programs associated with it.",Yes
14952,We've had the Central Accounting.,Yes
14953,"Office estimate that there is probably tens of billions of dollars that is lost in fraud alone, and they have added that waste adds even more to that.",Yes
14954,"We have a program for a gradual reduction of Government spending based on these theories, and I have a task force now that has been working on where those cuts could be made.",No
14955,I'm confident that it can be done and that it will reduce inflation because I did it in California.,Yes
14956,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending.,Yes
14958,"Governor Reagan's proposal, the Reagan-Kemp-Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public.",No
14961,"One of those ideas was to repeal the minimum wage, and several times this year, Governor Reagan has said that the major cause of unemployment is the minimum wage.",Yes
14962,"This is a heartless kind of approach to the working families of our country, which is typical of many Republican leaders of the past, but, I think, has been accentuated under Governor Reagan.",No
14963,In California - I'm surprised Governor Reagan brought this up - he had the three largest tax increases in the history of that state under his administration.,Yes
14970,"The figures that the President has just used about California is a distortion of the situation there, because while I was Governor of California, our spending in California increased less per capita than the spending in Georgia while Mr. Carter was Governor of Georgia in the same four years.",Yes
14971,The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.,Yes
14972,"And the idea that my tax-cut proposal is inflationary: I would like to ask the President why is it inflationary to let the people keep more of their money and spend it the way that they like, and it isn't inflationary to let him take that money and spend it the way he wants?",No
14979,"I have been talking to a number of Congressmen who have much the same idea that I have, and that is that in the inner city areas, that in cooperation with the local government and the national Government, and using tax incentives and with cooperating with the private sector, that we have development zones.",No
14980,"Let the local entity, the city, declare this particular area, based on the standards of the percentage of people on welfare, unemployed, and so forth, in that area.",No
14981,"And then, through tax incentives, induce the creation of businesses providing jobs and so forth in those areas.",No
14983,"And there would simply be a delay, and on the other hand, many of the people who would then be given jobs are presently wards of the Government and it wouldn't hurt to give them a tax incentive, because they... that wouldn't be costing Government anything either.",No
14985,I stood in the South Bronx on the exact spot that President Carter stood on in 1977.,No
14986,You have to see it to believe it.,No
14989,And this was the spot at which President Carter had promised that he was going to bring in a vast program to rebuild this department.,Yes
15004,"I am eternally optimistic, and I happen to believe that we've made great progress from the days when I was young and when this country didn't even know it had a racial problem.",No
15006,"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was.",No
15008,"And I think that something can be done from there, because a goal for all of us should be that one day, things will be done neither because of nor in spite of any of the differences between us - ethnic differences or racial differences, whatever they may be - that we will have total equal opportunity for all people.",No
15018,This has been a very successful effort.,No
15020,"Of the nine million people put to work in new jobs since I've been in office, 1.3 million of those has been among black Americans, and another million among those who speak Spanish.",Yes
15021,"We now are planning to continue the revitalization program with increased commitments of rapid transit, mass transit.",No
15022,"Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.",Yes
15024,We've had a 73% increase in the allotment of Federal funds for improved education.,Yes
15026,It's very important to us that this be done with the full involvement of minority citizens.,No
15029,Those who suffered from discrimination because of race or sex certainly knew we had a racial problem.,No
15030,"We have gone a long way toward correcting these problems, but we still have a long way to go.",No
15040,"In the past, those minority groups have often been excluded from participation in the affairs of government.",Yes
15041,"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",Yes
15042,"I've done the same thing in the appointment of women, and also Spanish-speaking Americans.",Yes
15046,"The President talks of Government programs, and they have their place.",No
15048,They were public employment that these people who really want to get out into the private job market where there are jobs with a future.,No
15053,"With regard to the great progress that has been made with this Government spending, the rate of black unemployment in Detroit, Michigan, is 56%.",Yes
15055,It's obvious that we still have a long way to go in fully incorporating the minority groups into the mainstream of American life.,No
15058,"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",No
15059,"There is no doubt in my mind that in the downtown central cities, with the, with the new commitment on an energy policy, with a chance to revitalize homes and to make them more fuel efficient, with a chance for our synthetic fuels program, solar power, this will give us an additional opportunity for jobs which will pay rich dividends.",No
15069,"There is no doubt that we have seen in recent years - in recent months - additional acts of violence against Jews in France and, of course, against those who live in Israel, by the PLO and other terrorist organizations.",Yes
15070,"Ultimately, the most serious terrorist threat is if one of those radical nations, who believe in terrorism as a policy, should have atomic weapons.",No
15072,"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Yes
15081,We will maintain our position of neutrality in the Iran and Iraq war.,No
15083,"When I made my decision to stop all trade with Iran as a result of the taking of our hostages, I announced then, and have consistently maintained since then, that if the hostages are released safely, we would make delivery on those items which Iran owns - which they have bought and paid for - also, that the frozen Iranian assets would be released.",Yes
15092,I think you ought to have at least one answer to it.,No
15096,"And I think that anyone that's seeking this position, as well as other people, probably, have thought to themselves, what about this, what about that?",No
15098,"I have never answered the question, however; second, the one that says, well, tell me, what are some of those ideas?",No
15099,"First of all, I would be fearful that I might say something that was presently under way or in negotiations, and thus expose it and endanger the hostages, and sometimes, I think some of my ideas might require quiet diplomacy where you don't say in advance, or say to anyone, what it is you're thinking of doing.",No
15101,"What I do think should be done, once they are safely here with their families, and that tragedy is over - we've endured this humiliation for just lacking one week of a year now - then, I think, it is time for us to have a complete investigation as to the diplomatic efforts that were made in the beginning, why they have been there so long, and when they came home, what did we have to do in order to bring that about - what arrangements were made?",No
15102,And I would suggest that Congress should hold such an investigation.,No
15103,"In the meantime, I'm going to continue praying that they'll carne home.",No
15109,"The degree of unpopularity of a regime when the choice is total authoritarianism totalitarianism, I should say, in the alternative government, makes one wonder whether you are being helpful to the people.",No
15110,And we've been guilty of that.,No
15114,"And that was, we had adequate warning that there was a threat to our embassy, and we could have done what other embassies did - either strengthen our security there, or remove our personnel before the kidnap and the takeover took place.",Yes
15117,I didn't hear any comment from Governor Reagan about what he would do to stop or reduce terrorism in the future.,Yes
15119,"Secondly, we all committed ourselves, as have all my predecessors in the Oval Office not to permit the spread of nuclear weapons to a terrorist nation, or to any other nation that does not presently have those weapons or capabilities for explosives.",No
15120,"Third, not to make any sales of materiel or weapons to a nation which is involved in terrorist activities.",No
15121,"And, lastly, not to deal with the PLO until and unless the PLO recognizes Israel's right to exist and recognizes UN Resolution 242 as a basis for Middle East peace.",No
15126,"And while I have a last word here, I would like to correct a misstatement of fact by the President.",No
15143,"I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy.",No
15145,The SALT II treaty was the result of negotiations that Mr. Carter's team entered into after he had asked the Soviet Union for a discussion of actual reduction of nuclear strategic weapons.,Yes
15147,"But taking that one no from the Soviet Union, we then went back into negotiations on their terms, because Mr. Carter had canceled the B-I bomber, delayed the MX, delayed the Trident submarine, delayed the cruise missile, shut down the Missile Man - the three - the Minuteman missile production line, and whatever other things that might have been done.",Yes
15150,It has been blocked by a Senate in which there is a Democratic majority.,Yes
15151,"Indeed, the Senate Armed Services Committee voted 10 to 0, with seven abstentions, against the SALT II treaty, and declared that it was not in the national security interests of the United States.",Yes
15153,And we are not equal in this treaty for one reason alone - our B-2 bombers are considered to be strategic weapons; their Backfire bombers are not.,No
15168,"He has never supported any of those arms control agreements - the limited test ban, SALT I, nor the Antiballistic Missile Treaty, nor the Vladivostok Treaty negotiated with the Soviet Union by President Ford - and now he wants to throw into the wastebasket a treaty to control nuclear weapons on a balanced and equal basis between ourselves and the Soviet Union, negotiated over a seven-year period, by myself and my two Republican predecessors.",Yes
15169,The Senate has not voted yet on the Strategic Arms Limitation Treaty.,No
15173,"But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.",No
15175,"Yes, I'd like to respond very much.",No
15176,"First of all, the Soviet Union if I have been critical of some of the previous agreements, it's because we've been out-negotiated for quite a long time.",No
15177,"And they have managed, in spite of all of our attempts at arms limitation, to go forward with the biggest military build-up in the history of man.",Yes
15178,"Now, to suggest that because two Republican presidents tried to pass the SALT treaty - that puts them on its side - I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty.",Yes
15180,I am not talking of scrapping.,No
15181,"I am talking of taking the treaty back, and going back into negotiations.",No
15182,"And I would say to the Soviet Union, we will sit and negotiate with you as long as it takes, to have not only legitimate arms limitation, but to have a reduction of these nuclear weapons to the point that neither one of us represents a threat to the other.",No
15183,That is hardly throwing away a treaty and being opposed to arms limitation.,No
15186,Governor Reagan is making some very misleading and disturbing statements.,No
